PassengerId,Survived_pred,Probability
1005,1,0.7238965714689216
1006,1,0.9085758359135017
1007,0,0.11806244557856378
1008,0,0.08270863442749674
1009,1,0.850356871642028
1010,0,0.4345776388685308
1011,1,0.8820125171932525
1012,1,0.9009962383153683
1013,0,0.1452926315540562
1014,1,0.953471844936033
1015,0,0.12072525480266942
1016,0,0.14372543300385515
1017,1,0.5293418304020474
1018,0,0.12072525480266942
1019,1,0.6024947206241267
1020,0,0.14851748844089083
1021,0,0.12072525480266942
1022,0,0.13780902106737578
1023,0,0.2853775088397143
1024,0,0.13730401649188664
1025,0,0.08367551556770571
1026,0,0.11587556837870824
1027,0,0.12072525480266942
1028,0,0.1579748664962395
1029,0,0.13573253758393927
1030,0,0.49879982026853525
1031,0,0.029110434901814773
1032,0,0.10084837741129414
1033,1,0.9284269811882633
1034,0,0.4453104163469398
1035,0,0.15687300814559796
1036,0,0.28457278380357004
1037,0,0.4236001924071844
1038,0,0.2308799071878056
1039,0,0.12072525480266942
1040,0,0.2637029136129043
1041,0,0.1516264386681523
1042,1,0.9505709665738373
1043,0,0.1579748664962395
1044,0,0.07402381987047972
1045,1,0.5530237354768094
1046,0,0.034735540585011486
1047,0,0.12072525480266942
1048,1,0.9176472699369278
1049,0,0.49879982026853525
1050,0,0.28457278380357004
1051,1,0.503087765826898
1052,1,0.7365739340615444
1053,1,0.5626465156397201
1054,1,0.871836526879398
1055,0,0.23667550710672264
1056,0,0.14851748844089083
1057,1,0.526645625982831
1058,0,0.2507755273433294
1059,0,0.10576737928392428
1060,1,0.9389094520059165
1061,0,0.49879982026853525
1062,0,0.12072525480266942
1063,0,0.1579748664962395
1064,0,0.11829788684410399
1065,0,0.1579748664962395
1066,0,0.035345692014992956
1067,1,0.885586425075427
1068,1,0.885586425075427
1069,1,0.5364156388871938
1070,1,0.9164672035165189
1071,1,0.912641605770281
1072,0,0.13573253758393927
1073,0,0.4261507133678216
1074,1,0.9523291363383116
1075,0,0.14372543300385515
1076,1,0.9315339274392821
1077,0,0.1992697839172709
1078,1,0.8831337418011231
1079,0,0.10282907225424487
1080,0,0.14702312195057024
1081,0,0.14851748844089083
1082,0,0.1722264979559491
1083,0,0.2637029136129043
1084,0,0.18853241137248042
1085,0,0.1563600125767631
1086,1,0.5942717959672053
1087,0,0.12960272030324174
1088,1,0.9424616488590694
1089,0,0.48271573667963874
1090,0,0.15036312414019157
1091,0,0.49879982026853525
1092,1,0.6823149419206145
1093,1,0.8339752945793295
1094,0,0.32251740034603366
1095,1,0.9556457084089891
1096,0,0.15036312414019157
1097,0,0.237406215976991
1098,1,0.6003231973027191
1099,0,0.15036312414019157
1100,1,0.9436500860184465
1101,0,0.12072525480266942
1102,0,0.1615228059537098
1103,0,0.12072525480266942
1104,0,0.22826037960226223
1105,1,0.8778662416515751
1106,1,0.7508742276287521
1107,0,0.2500342360425561
1108,1,0.5967320894332808
1109,0,0.3146581379014503
1110,1,0.9366217748197151
1111,0,0.12072525480266942
1112,1,0.9092954576338133
1113,0,0.12072525480266942
1114,1,0.8846004344403168
1115,0,0.12072525480266942
1116,1,0.9325761705671772
1117,1,0.5381678145539329
1118,0,0.12072525480266942
1119,1,0.5967320894332808
1120,0,0.08453305941449879
1121,0,0.1545666585453104
1122,0,0.22826037960226223
1123,1,0.9053336826333199
1124,0,0.07373305617336716
1125,0,0.14372543300385515
1126,0,0.4261507133678216
1127,0,0.12072525480266942
1128,0,0.27958221458522314
1129,0,0.1579748664962395
1130,1,0.855418669316084
1131,1,0.9488857859948168
1132,1,0.9325761705671772
1133,1,0.8706515117907736
1134,0,0.37421879585608625
1135,0,0.12072525480266942
1136,0,0.11729181717422141
1137,0,0.2425683213751196
1138,1,0.8896145892999902
1139,0,0.16896257051588762
1140,1,0.8820125171932525
1141,1,0.5326244459945579
1142,1,0.9811591382437523
1143,0,0.12072525480266942
1144,0,0.367235182591876
1145,0,0.12072525480266942
1146,0,0.13780902106737578
1147,0,0.12072525480266942
1148,0,0.14372543300385515
1149,0,0.12072525480266942
1150,1,0.8644709239190983
1151,0,0.12072525480266942
1152,0,0.13174306061469268
1153,0,0.12072525480266942
1154,1,0.8896145892999902
1155,1,0.8438724313680381
1156,0,0.16288495110471737
1157,0,0.12072525480266942
1158,0,0.10775976275104795
1159,0,0.12072525480266942
1160,0,0.49879982026853525
1161,0,0.12072525480266942
1162,0,0.3499558904943679
1163,0,0.14372543300385515
1164,1,0.9385710472828365
1165,1,0.6774648272797774
1166,0,0.1579748664962395
1167,1,0.8751479829126867
1168,0,0.15036312414019157
1169,0,0.16562158225493434
1170,0,0.1516264386681523
1171,0,0.15036312414019157
1172,0,0.49879982026853525
1173,1,0.8765725185451395
1174,1,0.5967320894332808
1175,1,0.6758711515404675
1176,1,0.7192963098869968
1177,0,0.12960272030324174
1178,0,0.12072525480266942
1179,0,0.3535410686037841
1180,0,0.1579748664962395
1181,0,0.12072525480266942
1182,0,0.24958457037317522
1183,0,0.3812794505695027
1184,0,0.1579748664962395
1185,0,0.3446228345553132
1186,0,0.12960272030324174
1187,0,0.12072525480266942
1188,1,0.9845142013663667
1189,0,0.16597752891894701
1190,0,0.2308799071878056
1191,0,0.12072525480266942
1192,0,0.13780902106737578
1193,0,0.11875428043082728
1194,0,0.17125465722088934
1195,0,0.12072525480266942
1196,1,0.5967320894332808
1197,1,0.8459372395879218
1198,0,0.3231833245104261
1199,1,0.8769951686621639
1200,0,0.36577987337212475
1201,0,0.3400132687132707
1202,0,0.12072525480266942
1203,0,0.1579748664962395
1204,0,0.12072525480266942
1205,1,0.5693518081910202
1206,1,0.9443506733286061
1207,1,0.7238965714689216
1208,0,0.38664630259341615
1209,0,0.15036312414019157
1210,0,0.12072525480266942
1211,0,0.13725302555618646
1212,0,0.12072525480266942
1213,0,0.1579748664962395
1214,0,0.13573253758393927
1215,0,0.2942485193523828
1216,1,0.925236611763566
1217,0,0.12072525480266942
1218,1,0.8618652997212597
1219,0,0.3499558904943679
1220,0,0.1516264386681523
1221,0,0.13573253758393927
1222,1,0.8881064769123168
1223,0,0.320867573242135
1224,0,0.1579748664962395
1225,1,0.6876367529499301
1226,0,0.12072525480266942
1227,0,0.2637029136129043
1228,0,0.1545666585453104
1229,0,0.14355965567268555
1230,0,0.1600713732873908
1231,0,0.1579748664962395
1232,0,0.15036312414019157
1233,0,0.13780902106737578
1234,0,0.05622344607635155
1235,1,0.9794912542039601
1236,0,0.08502036635429248
1237,1,0.6381180261630244
1238,0,0.13573253758393927
1239,1,0.7363123564766926
1240,0,0.13573253758393927
1241,1,0.9036785296485593
1242,1,0.9362135579915963
1243,0,0.15036312414019157
1244,0,0.22826037960226223
1245,0,0.2145640294199384
1246,1,0.8857213389071111
1247,0,0.25615292533376105
1248,1,0.9259759556092783
1249,0,0.12072525480266942
1250,0,0.14372543300385515
1251,1,0.5726277265995008
1252,0,0.0407947607261752
1253,1,0.9240409134549435
1254,1,0.9036785296485593
1255,0,0.12072525480266942
1256,1,0.9713046235652744
1257,0,0.1559226002992375
1258,0,0.11806244557856378
1259,0,0.4566419265962628
1260,1,0.9362135579915963
1261,0,0.16288495110471737
1262,0,0.14529675568240902
1263,1,0.9583029508828926
1264,0,0.10404363036115305
1265,0,0.14851748844089083
1266,1,0.9192380541612155
1267,1,0.9413589186812725
1268,0,0.44513151311048965
1269,0,0.15036312414019157
1270,0,0.22398379017378278
1271,0,0.22629533188979412
1272,0,0.14372543300385515
1273,0,0.14372543300385515
1274,0,0.4121676985394253
1275,1,0.51057834344352
1276,0,0.13573253758393927
1277,1,0.9034178000883472
1278,0,0.12072525480266942
1279,0,0.1311935951774546
1280,0,0.14372543300385515
1281,0,0.25461716516383637
1282,0,0.3844046999855998
1283,1,0.9010584021909598
1284,0,0.14198342032371078
1285,0,0.12610795921854037
1286,0,0.04033261622506012
1287,1,0.917353896419113
1288,0,0.14372543300385515
1289,1,0.94421400005719
1290,0,0.12072525480266942
1291,0,0.15461245079363897
1292,1,0.9176472699369278
1293,0,0.16562158225493434
1294,1,0.9505709665738373
1295,0,0.2308799071878056
1296,0,0.31840868992733823
1297,0,0.16288495110471737
1298,0,0.14529675568240902
1299,0,0.3595277466677639
1300,1,0.7365739340615444
1301,1,0.755365578340794
1302,1,0.5967320894332808
1303,1,0.9526967637183563
1304,0,0.49879982026853525
1305,0,0.12072525480266942
1306,1,0.9563817382849902
1307,0,0.11587556837870824
1308,0,0.12072525480266942
1309,0,0.1863308537674605
